רצף כללי,שם הסרטון,תאור תוכן הסרטון,מילות מפתח- להכניס עם פסיק בין מילה למילה,הערות למורים,קישור ליוטיוב- חדש,,,,,,קישור ליוטיוב- רעות/שיר 
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מיון כוחות - כוח חיכוך - הדגמת טרקטור ועגלה (3) העברת משקולות מעגלה לטרקטור,"חלק שלישי בסט הדגמות טרקטור ועגלה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/qfyf2UmvYyM,,,,,,
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מיון כוחות - מכונת אטווד - הצגת המערכת,"הדגמת מכונת אטווד - שתי משקולות זהות תלויות דרך גלגלת - מה יקרה למערכת כשנשחרר אותה?
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, דינמיקה, כוח",,,,,,,,
הדגמות מכניקה,מכניקה-דינמיקה-כוחות ומצבי התמדה - מיון כוחות - מכונת אטווד - תוצאות,"הדגמת מכונת אטווד - שתי משקולות זהות תלויות דרך גלגלת - מה יקרה למערכת כשנשחרר אותה? בסרטון הבא יוצגו התוצאות.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, הדגמה, דינמיקה, כוח",,https://youtu.be/euyyjSyYVOE,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - הדגמה זריקת ביצה לדלי,,,סרטון 1 מתוך 2- הדגמות בשיעור פתיחה מתקף ותנע,https://youtu.be/e7wLcxYwBIg,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - הדגמה זריקת ביצה לדלי עם סמרטוט ,,,סרטון 2 מתוך 2- הדגמות בשיעור פתיחה מתקף ותנע,https://youtu.be/7jRosIKJthw,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - התנגשות אלסטית של עגלות,"שתי עגלות מתגשות אלסטית על מסילה של פסקו
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, התנגשות עגלות",,https://youtu.be/jll-vJCnOF8,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - התנגשות פלסטית של עגלות זום אין,"שתי עגלות מתגשות פלסטית על מסילה של פסקו זום אין
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, התנגשות עגלות",,https://youtu.be/ijCXWSykB6w,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - התנגשות פלסטית של עגלות,"שתי עגלות מתגשות פלסטית על מסילה של פסקו
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, התנגשות עגלות",,https://youtu.be/vzrJGPDQ3tE,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - עריסת ניוטון כדור אחד,"עריסת ניוטון, הרמה של כדור אחד
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, עריסת ניוטון",,https://youtu.be/dVB8vIfltOo,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - עריסת ניוטון שלושה כדורים,"עריסת ניוטון, הרמה של שלושה כדורים
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, עריסת ניוטון",,https://youtu.be/4udmGY3vZwk,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - עריסת ניוטון שני כדורים,"עריסת ניוטון, הרמה של שלושה כדורים
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, עריסת ניוטון",,https://youtu.be/dr88abuZPF8,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - פיצוץ בין שתי עגלות,"שתי עגלות מתפוצצות על מסילה של פסקו
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, התנגשות עגלות",,https://youtu.be/VTi-QZy_Uhs,,,,,,
הדגמות מכניקה,מכניקה-מתקף ותנע - שימור תנע - פיצוץ עגלות זום אין,"שתי עגלות מתפוצצות על מסילה של פסקו, זום אין.
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי","פיזיקה,מרכז שוורץ רייסמן,מכון ויצמן,מש/ר,הדגמות מכניקה, מתקף ותנע, שימור תנע, התנגשות עגלות",,https://youtu.be/2Wz-hvHvbMc,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 1 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/IaBmj7DqzDA,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 2 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/Ws8K0oK27Vg,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 4 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/v3CoxnwVSXM,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 6 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/uXc-AL8ud00,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 8 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/X1XnHcPxHt0,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 10 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/blf6vaZbvqI,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 12 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/785ZVoa3pO0,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 14 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/qRtFO3-6Bco,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 16 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/GzZoitp6mm0,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 18 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/k0Y2fSglzhg,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 20 מעלות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/Bp9vGKW1110,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 2 מעלות 0 משקולות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/SGZC_-MkHTw,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 2 מעלות 1 משקולות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/T4EQAiaBVOg,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 2 מעלות 2 משקולות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/-4jlTVZ4fRo,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 2 מעלות 3 משקולות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/pWwmYuMFxBU,,,,,,
הדגמות מכניקה,מכניקה-קינמטיקה-תנועה שוות תאוצה - ניסוי עגלה במישור משופע - 2 מעלות 4 משקולות,"צילום תנועת עגלה במישור משופע למטרת ניתוח תאוצתה
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/awbFdaCyfW4,,,,,,
הדגמות מכניקה,מכניקה - קינטיקה - הסבר שימוש בטרקר,"הסבר על שימוש ב-Tracker לניתוח תנועה של מכונית (ניר)
ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/aPNWXrhnT4E,,,,,,
הדגמות מכניקה,מכניקה - דינמיקה- תנועה מעגלית - הדגמת פתיחה - גלגל מסתובב,"צילום של גלגל מסתובב
 ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/qlx5mHKittA,,,,,,
הדגמות מכניקה,מכניקה - דינמיקה - חוק שני - ניסוי גילוי - משקולת 5 גרם,"צילום של ניסוי גילוי חוק שני
 ההדגמה צולמה כחלק מפרויקט למידה מרחוק על ידי מורי מרכז שוורץ רייסמן לחינוך מדעי",,,https://youtu.be/1OxGGiSTDJk,,,,,,
הדגמות מכניקה,מכניקה- עבודה ואנרגיה- הדגמה פרדוקס הזמנים,,,,https://youtu.be/1VlgTjXlkUg,,,,,,
הדגמות מכניקה,מכניקה- עבודה ואנרגיה- הדגמה פרדוקס הזמנים עם שימור אנרגיה,,,,https://youtu.be/PzSnV-iTWOQ,,,,,,
