רצף כללי,שם הסרטון,תאור תוכן הסרטון,מילות מפתח- להכניס עם פסיק בין מילה למילה,הערות למורים,קישור ליוטיוב- חדש,,,,,,קישור ליוטיוב- רעות/שיר 
הדגמות חשמל,חשמל- מגנטיות- שבירת מגנט,שבירת מגנט יוצרת 2 מגנטים,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/DitM8NxOd_U,,,,,,
הדגמות חשמל,חשמל- מגנטיות- קווי שדה מגנטי של מוט 2D,,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/0HuK8BVpA94,,,,,,
הדגמות חשמל,חשמל- מגנטיות- קווי שדה מגנטי של מוט 3D,,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/UMbihY6qpHc,,,,,,
הדגמות חשמל,חשמל- מגנטיות- קווי שדה מגנטי של מוט 3D במתקן פלסטיק,,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/1PqDf0m4FyU,,,,,,
הדגמות חשמל,חשמל- מגנטיות- קווי שדה מגנטי של מגנט פרסה,,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/8aQnHM8cxO0,,,,,,
הדגמות חשמל,חשמל- מגנטיות- קווי שדה מגנטי של מגנט פרסה על לוח פלסטיק,,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/KkgZazzmAFQ,,,,,,
הדגמות חשמל,חשמל- מגנטיות- מצפן רכינה,,,מתוך רצף הדגמות בשיעור פתיחה בנושא מגנטיות,https://youtu.be/DtZJ69y0JLw,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון- קוטב דרומי צד אחורי,,,מתוך רצף הדגמות בשיעור פתיחה בנושא כוח הפועל על מטען הנע בשדה מגנטי,https://youtu.be/yec-XBePqIg,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון- קוטב דרומי צד קידמי,,,מתוך רצף הדגמות בשיעור פתיחה בנושא כוח הפועל על מטען הנע בשדה מגנטי,https://youtu.be/aTtK6oVsKu8,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון- במקביל לקרן האלקטרונים,,,מתוך רצף הדגמות בשיעור פתיחה בנושא כוח הפועל על מטען הנע בשדה מגנטי,https://youtu.be/fVl3ogejhkw,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון- מגנט כפול,,,מתוך רצף הדגמות בשיעור פתיחה בנושא כוח הפועל על מטען הנע בשדה מגנטי,https://youtu.be/HS8kyzSmyeE,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון- קוטב צפוני צד אחורי,,,מתוך רצף הדגמות בשיעור פתיחה בנושא כוח הפועל על מטען הנע בשדה מגנטי,https://youtu.be/X_psX9VlwOU,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון- קוטב צפוני צד קידמי+ מגנט כפול,,,מתוך רצף הדגמות בשיעור פתיחה בנושא כוח הפועל על מטען הנע בשדה מגנטי,https://youtu.be/4TT4kArbJCo,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על מטען הנע בשדה מגנטי- טלטרון,,,סרטון המאחד את כל רצף ההדגמות בסרטונים הקצרים בנושא,https://youtu.be/lT_7IWM2fAA,,,,,,
הדגמות חשמל,חשמל- מגנטיות- כוח הפועל על תיל נושא זרם,,,מתוך רצף הדגמות בנושא כוח הפועל על תיל,https://youtu.be/Mca8sxaxoHU,,,,,,
הדגמות חשמל,חשמל- מגנטיות- הדגמה כוח הפועל על תיל נושא זרם 2,,,ניתן קודם לשער לאיזה כיוון הכוח המגנטי יפעל על המוט ואז להפעיל את הסרטון. ניתן לראות את כיוון הזרם מתוך החיבור למקור המתח.,https://youtu.be/_VbeNEl4LtA,,,,,,
הדגמות חשמל,חשמל- מגנטיות- הדגמה כוח הפועל על תיל נושא זרם 3,,,ניתן קודם לשער לאיזה כיוון הכוח המגנטי יפעל על המוט ואז להפעיל את הסרטון. ניתן לראות את כיוון הזרם מתוך החיבור למקור המתח.,https://youtu.be/xaPyQMYaQsU,,,,,,
הדגמות חשמל,חשמל- מגנטיות- הדגמה מאזני זרם (צד 1),,,ניתן קודם לשער לאיזה כיוון הכוח המגנטי יפעל על המוט ואז להפעיל את הסרטון. ניתן לראות את כיוון הזרם מתוך החיבור למקור המתח.,https://youtu.be/emLzYyVkTiQ,,,,,,
הדגמות חשמל,חשמל- מגנטיות- הדגמה מאזני זרם (צד 2),,,ניתן קודם לשער לאיזה כיוון הכוח המגנטי יפעל על המוט ואז להפעיל את הסרטון. ניתן לראות את כיוון הזרם מתוך החיבור למקור המתח.,https://youtu.be/8dOQuN9vIIk,,,,,,
הדגמות חשמל,חשמל- מגנטיות- הדגמה מאזני זרם זרם משתנה,מאזני זרם מחוברים לאוסצילוסקופ,,,https://youtu.be/tdPyr-OF6Q0,,,,,,
הדגמות חשמל,חשמל - מגנטיות - כוח בין שני תילים,,,מתוך רצף הדגמות בנושא כוח הפועל בין שני תילים,https://youtu.be/Ocl5l0KLd7o,,,,,,
הדגמות חשמל,חשמל - מגנטיות - ניסוי ארסטד- תייל במקביל מעל ומתחת למצפן,הסרטון מדגים את השפעת השדה המגנטי של תייל על מצפן,,סרטון 1 מתוך רצף של 3,https://youtu.be/yoBAYeN57sg,,,,,,
הדגמות חשמל,חשמל - מגנטיות - ניסוי ארסטד- תייל במאונך למחט המצפן,הסרטון מדגים את השפעת השדה המגנטי של תייל על מצפן,,סרטון 2 מתוך רצף של 3,https://youtu.be/NacA9yD1-6Q,,,,,,
הדגמות חשמל,חשמל - מגנטיות - ניסוי ארסטד- תייל מימין ומשמאל למצפן,הסרטון מדגים את השפעת השדה המגנטי של תייל על מצפן,,סרטון 3 מתוך רצף של 3,https://youtu.be/79QOBkDr5m4,,,,,,
הדגמות חשמל,חשמל - מגנטיות - אלקטרומגנט הדגמה,,,,https://youtu.be/X9QselFJXPc,,,,,,
הדגמות חשמל,חשמל- מגנטיות- ניסוי גלוונומטר טנגנטי- שינוי הזרם,,,,https://youtu.be/9_OWEEoElp4,,,,,,
הדגמות חשמל,חשמל- מגנטיות- ניסוי גלוונומטר טנגנטי- שינוי במספר ליפופים,,,,https://youtu.be/JPfROrfELLA,,,,,,
הדגמות חשמל,חשמל- מגנטיות- ניסוי גלוונומטר טנגנטי- הצבת המערכת,,,,https://youtu.be/OebO7pCMgPs,,,,,,
הדגמות חשמל,"חשמל ומגנטיות- כא""מ מושרה- כא""מ מושרה הדגמות פתיחה",,,,https://youtu.be/37ugMDLWpXM,,,,,,
הדגמות חשמל,"חשמל- מגנטיות- כא""מ מושרה- הדגמה גנרטור ",,,,https://youtu.be/HLr7c2MaQK4,,,,,,
הדגמות חשמל,"חשמל- מגנטיות- כא""מ מושרה- הדגמה משגר טבעות מגנטי",,,,https://youtu.be/rOkz5JzZxao,,,,,,
